Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	1031	1031			0,48124	0,36778	3,19621
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	1091	2390	1299			0,59949	0,40168	3,27461
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	2430	2730	300			0,57972	0,58625	3,22941
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	2770	4189	1419			0,48729	0,51411	3,30256
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	4209	5628	1419			0,5713	0,42621	3,32476
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	6	5668	6048	380			0,50124	0,37303	3,2548
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	7	6068	6808	740			0,52428	0,38028	3,1941
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	8	6828	7547	720			0,52651	0,37785	3,10365
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	9	7567	8307	740			0,54365	0,39062	3,22848
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	10	8327	9046	720			0,52871	0,3792	3,20052
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	11	9066	9806	740			0,52313	0,38587	3,32669
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	12	9826	10545	720			0,52569	0,34254	3,3823
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	13	10565	14203	3638			0,51391	0,3385	3,38619
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	14	14223	14614	391			0,5522	0,32276	3,36816
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	1031	1031			0,48124	0,36778	3,19621
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	1091	2390	1299			0,59949	0,40168	3,27461
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	3	2430	2730	300			0,57972	0,58625	3,22941
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	4	2770	4189	1419			0,48729	0,51411	3,30256
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	5	4209	5628	1419			0,5713	0,42621	3,32476
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	6	5668	6048	380			0,50124	0,37303	3,2548
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	7	6068	6808	740			0,52428	0,38028	3,1941
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	8	6828	7547	720			0,52651	0,37785	3,10365
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	9	7567	8307	740			0,54365	0,39062	3,22848
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	10	8327	9046	720			0,52871	0,3792	3,20052
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	11	9066	9806	740			0,52313	0,38587	3,32669
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	12	9826	10545	720			0,52569	0,34254	3,3823
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	13	10565	14203	3638			0,51391	0,3385	3,38619
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	14	14223	15962	1739			0,5522	0,32276	3,42226
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	15	16462	16642	180			0,45309	0,12881	3,60861
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	16	17062	17421	360			0,2771	0,46173	4,02594
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	17	17481	17861	380			0,42557	0,27226	4,25238
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	18	17901	18061	160			0,36764	0,46514	4,39635
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	19	18101	18221	120			0,3821	0,22226	4,4826
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	20	18281	19200	919			0,38552	0,07954	4,59216
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	21	19220	19580	360			0,43153	0,22945	4,45734
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	22	19680	20120	440			0,54072	0,7833	4,47735
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	23	20200	20799	600			0,47558	0,87253	4,43365
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	24	20859	20999	140			0,43058	0,96405	4,46077
Recording083	ProVisioNET_study_209_01	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	25	21799	24757	2958			0,44326	0,93748	4,64958
