Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	2091	2091			0,49329	0,35955	3,95158
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	2131	2670	540			0,65639	0,33112	3,8622
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	3	2770	3890	1119			0,49023	0,37872	3,75102
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	4	3910	4030	120			0,55518	0,3971	3,68189
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	4189	4269	80			0,57873	0,30771	3,62407
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	4289	4429	140			0,50841	0,36911	3,60702
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	4489	4829	340			0,54679	0,53302	3,8824
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	8	4869	8067	3198			0,44524	0,47967	3,741
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	9	8147	9147	999			0,60564	0,40734	3,83707
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	10	9366	9566	200			0,58486	0,45418	3,72377
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	9686	10326	640			0,56165	0,45933	3,76199
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	12	10406	10646	240			0,54516	0,40641	3,61798
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	13	10746	10906	160			0,51333	0,41256	3,5752
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	14	10926	11205	280			0,48394	0,38098	3,51031
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	15	11225	11325	100			0,46179	0,39844	3,41093
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	16	11405	11665	260			0,46104	0,39953	3,44301
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	17	11725	11945	220			0,45543	0,40091	3,46236
Recording071	ProVisioNET_study_206_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	18	12045	12245	200			0,52147	0,37331	3,84643
