Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	90	90			0,30752	0,0444	5,52677
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	2	5687	6006	320			0,34858	0,08841	5,82334
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	3	6726	7765	1039			0,31991	0,086	5,87114
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	4	7785	8025	240			0,33138	0,01489	5,71968
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	5	8045	8445	400			0,34416	0,02456	5,73475
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	6	8465	8585	120			0,31372	0,01385	5,72057
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	7	14601	14701	100			0,33691	0,03349	5,61606
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	8	16640	16900	260			0,36035	0,01075	5,72995
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	9	17240	17720	480			0,34243	0,02535	5,64559
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	10	18239	18759	520			0,25148	0,0249	5,81577
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	11	18859	19139	280			0,28708	0,02371	5,68781
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	12	21218	21317	100			0,30567	0,00954	5,68429
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	90	90		0	0,30752	0,0444	5,52677
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	2	5687	6006	320		0	0,34858	0,08841	5,82334
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	3	6726	7765	1039		0	0,31991	0,086	5,87114
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	4	7785	8025	240		0	0,33138	0,01489	5,71968
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	5	8045	8445	400		0	0,34416	0,02456	5,73475
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	6	8465	8585	120		0	0,31372	0,01385	5,72057
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	7	14601	14701	100		0	0,33691	0,03349	5,61606
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	8	16640	16900	260		0	0,36035	0,01075	5,72995
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	9	17240	17720	480		0	0,34243	0,02535	5,64559
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	10	18239	18759	520		0	0,25148	0,0249	5,81577
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	11	18859	19139	280		0	0,28708	0,02371	5,68781
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	12	21218	21317	100		0	0,30567	0,00954	5,68429
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	13	25575	25815	240		0	0,51636	0,42914	6,522
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	14	25855	26714	859		0	0,43861	0,57454	6,52169
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	15	28713	28793	80		0	0,49431	0,58871	6,41787
Recording055	ProVisioNET_study_104_04	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	16	28813	29133	320		0	0,44596	0,57731	6,53889
