Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	1197	1197			0,46804	0,13873	5,95689
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	2	1437	1577	140			0,73409	0,05088	5,9091
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	3	1597	3496	1899			0,57116	0,14154	6,09804
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	4	3635	4375	740			0,56458	0,18388	6,10181
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	5	4435	4695	260			0,54982	0,58003	6,1692
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	6	4895	6194	1299			0,47016	0,33408	6,24874
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	7	6214	6334	120			0,53462	0,3249	6,4755
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	8	6354	7433	1079			0,46761	0,32783	6,37086
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	9	7573	7713	140			0,73206	0,3044	6,13237
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	10	7753	7833	80			0,72885	0,35296	6,11946
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	11	7993	8113	120			0,72391	0,38473	6,18316
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	12	8193	9552	1359			0,64837	0,34703	6,14096
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	13	9572	9732	160			0,71136	0,31695	6,16881
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	14	9752	10172	420			0,61696	0,33059	6,18832
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	15	10391	10491	100			0,46291	0,14336	5,99863
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	16	10711	11811	1099			0,48214	0,16241	6,06779
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	17	11951	12490	540			0,49214	0,14476	6,11668
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	18	12750	14269	1519			0,49469	0,15789	6,12781
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	19	14309	14729	420			0,5788	0,29038	6,17549
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	20	14889	16108	1219			0,55804	0,24173	6,27119
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	21	16188	16488	300			0,5526	0,24057	6,22354
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	22	16548	16768	220			0,54654	0,25293	6,17658
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	23	16948	17028	80			0,4129	0,38139	6,13575
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	24	17048	18367	1319			0,50665	0,35472	6,23914
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	25	18387	18707	320			0,56944	0,32698	6,32614
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	26	18727	19006	280			0,50781	0,32216	6,24682
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	27	19026	19126	100			0,57667	0,34559	6,16264
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	28	19186	19306	120			0,56793	0,34312	6,22354
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	29	19486	22125	2638			0,46006	0,30476	6,2993
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	30	22264	22604	340			0,54903	0,29939	6,16958
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	31	22844	23604	760			0,53089	0,26925	6,20136
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	32	23624	23784	160			0,58858	0,27684	6,15178
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	33	23804	24766	963			0,5257	0,26438	6,16972
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	1197	1197			0,46804	0,13873	5,95689
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	2	1437	1577	140			0,73409	0,05088	5,9091
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	3	1597	3496	1899			0,57116	0,14154	6,09804
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	4	3635	4375	740			0,56458	0,18388	6,10181
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	5	4435	4695	260			0,54982	0,58003	6,1692
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	6	4895	6194	1299			0,47016	0,33408	6,24874
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	7	6214	6334	120			0,53462	0,3249	6,4755
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	8	6354	7433	1079			0,46761	0,32783	6,37086
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	9	7573	7713	140			0,73206	0,3044	6,13237
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	10	7753	7833	80			0,72885	0,35296	6,11946
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	11	7993	8113	120			0,72391	0,38473	6,18316
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	12	8193	9552	1359			0,64837	0,34703	6,14096
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	13	9572	9732	160			0,71136	0,31695	6,16881
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	14	9752	10172	420			0,61696	0,33059	6,18832
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	15	10391	10491	100			0,46291	0,14336	5,99863
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	16	10711	11811	1099			0,48214	0,16241	6,06779
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	17	11951	12490	540			0,49214	0,14476	6,11668
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	18	12750	14269	1519			0,49469	0,15789	6,12781
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	19	14309	14729	420			0,5788	0,29038	6,17549
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	20	14889	16108	1219			0,55804	0,24173	6,27119
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	21	16188	16488	300			0,5526	0,24057	6,22354
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	22	16548	16768	220			0,54654	0,25293	6,17658
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	23	16948	17028	80			0,4129	0,38139	6,13575
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	24	17048	18367	1319			0,50665	0,35472	6,23914
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	25	18387	18707	320			0,56944	0,32698	6,32614
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	26	18727	19006	280			0,50781	0,32216	6,24682
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	27	19026	19126	100			0,57667	0,34559	6,16264
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	28	19186	19306	120			0,56793	0,34312	6,22354
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	29	19486	22125	2638			0,46006	0,30476	6,2993
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	30	22264	22604	340			0,54903	0,29939	6,16958
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	31	22844	23604	760			0,53089	0,26925	6,20136
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	32	23624	23784	160			0,58858	0,27684	6,15178
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	33	23804	25762	1959			0,5257	0,26438	6,18863
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	34	25822	26022	200			0,7105	0,11465	6,01323
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	35	26402	26882	480			0,45664	0,38164	6,30876
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	36	27062	27222	160			0,35913	0,57416	6,19603
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	37	27281	27541	260			0,59617	0,43369	6,34676
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	38	28341	28441	100			0,80174	0,92519	5,83105
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	39	28641	28721	80			0,57548	0,98634	6,39189
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	40	28761	28841	80			0,56034	0,9603	6,42016
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	41	29120	29220	100			0,6256	0,64976	6,4363
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	42	29300	30000	699			0,55626	0,79428	6,29044
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	1	0	896	896			0,44238	0,22936	5,64336
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	2	1036	4014	2978			0,65717	0,14863	5,63877
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	3	4094	7092	2998			0,4092	0,47897	5,75564
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	4	7172	9391	2219			0,67138	0,38456	5,90225
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	5	9411	9671	260			0,65632	0,39583	5,81168
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	6	9691	10510	820			0,67918	0,35482	5,99366
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	7	10730	13528	2798			0,54946	0,15694	5,77541
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	8	13768	15147	1379			0,61932	0,24607	5,83806
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	9	15167	15247	80			0,59458	0,2618	5,8287
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	10	15267	15907	640			0,62227	0,22746	5,85953
Recording057	ProVisioNET_study_105_05	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	11	16007	16666	660			0,62322	0,23724	5,82363
